datetime,open_lag_0,high_lag_0,low_lag_0,close_lag_0,open_lag_1,high_lag_1,low_lag_1,close_lag_1,open_lag_2,high_lag_2,low_lag_2,close_lag_2,open_lag_3,high_lag_3,low_lag_3,close_lag_3,open_lag_4,high_lag_4,low_lag_4,close_lag_4,open_lag_5,high_lag_5,low_lag_5,close_lag_5,open_lag_6,high_lag_6,low_lag_6,close_lag_6,open_lag_7,high_lag_7,low_lag_7,close_lag_7,open_lag_8,high_lag_8,low_lag_8,close_lag_8,open_lag_9,high_lag_9,low_lag_9,close_lag_9,open_lag_10,high_lag_10,low_lag_10,close_lag_10,open_lag_11,high_lag_11,low_lag_11,close_lag_11,open_lag_12,high_lag_12,low_lag_12,close_lag_12,target,uid
2024-11-19 05:00:00,91750.71,91821.28,91736.9,91801.33,91818.06,91996.44,91234.32,91750.72,91688.0,91830.22,91436.21,91818.06,92025.45,92091.99,91649.36,91677.0,91939.64,92055.99,91655.45,92025.45,91581.97,91978.19,91283.66,91940.75,91471.92,91868.87,91279.55,91589.0,91299.99,91592.37,91213.03,91471.93,90766.15,91333.78,90747.63,91299.99,91091.68,91309.87,90659.13,90762.73,90521.32,91267.39,90403.24,91083.57,91230.5,91278.71,91213.14,91214.21,91368.02,91553.07,91036.05,91230.51,91834.13,91818.06_91830.22_91649.36_92025.45
2024-11-19 04:00:00,91818.06,91996.44,91234.32,91750.72,91688.0,91830.22,91436.21,91818.06,92025.45,92091.99,91649.36,91677.0,91939.64,92055.99,91655.45,92025.45,91581.97,91978.19,91283.66,91940.75,91471.92,91868.87,91279.55,91589.0,91299.99,91592.37,91213.03,91471.93,90766.15,91333.78,90747.63,91299.99,91091.68,91309.87,90659.13,90762.73,90521.32,91267.39,90403.24,91083.57,91230.5,91278.71,91213.14,91214.21,91368.02,91553.07,91036.05,91230.51,91568.11,91591.63,91423.52,91436.34,91801.33,91688.0_92091.99_91655.45_91940.75
2024-11-19 03:00:00,91688.0,91830.22,91436.21,91818.06,92025.45,92091.99,91649.36,91677.0,91939.64,92055.99,91655.45,92025.45,91581.97,91978.19,91283.66,91940.75,91471.92,91868.87,91279.55,91589.0,91299.99,91592.37,91213.03,91471.93,90766.15,91333.78,90747.63,91299.99,91091.68,91309.87,90659.13,90762.73,90521.32,91267.39,90403.24,91083.57,91230.5,91278.71,91213.14,91214.21,91368.02,91553.07,91036.05,91230.51,91568.11,91591.63,91423.52,91436.34,90684.04,90755.27,90671.21,90673.22,91750.72,92025.45_92055.99_91283.66_91589.0
2024-11-19 02:00:00,92025.45,92091.99,91649.36,91677.0,91939.64,92055.99,91655.45,92025.45,91581.97,91978.19,91283.66,91940.75,91471.92,91868.87,91279.55,91589.0,91299.99,91592.37,91213.03,91471.93,90766.15,91333.78,90747.63,91299.99,91091.68,91309.87,90659.13,90762.73,90521.32,91267.39,90403.24,91083.57,91230.5,91278.71,91213.14,91214.21,91368.02,91553.07,91036.05,91230.51,91568.11,91591.63,91423.52,91436.34,90684.04,90755.27,90671.21,90673.22,90415.72,90724.48,89720.74,90681.98,91818.06,91939.64_91978.19_91279.55_91471.93
2024-11-19 01:00:00,91939.64,92055.99,91655.45,92025.45,91581.97,91978.19,91283.66,91940.75,91471.92,91868.87,91279.55,91589.0,91299.99,91592.37,91213.03,91471.93,90766.15,91333.78,90747.63,91299.99,91091.68,91309.87,90659.13,90762.73,90521.32,91267.39,90403.24,91083.57,91230.5,91278.71,91213.14,91214.21,91368.02,91553.07,91036.05,91230.51,91568.11,91591.63,91423.52,91436.34,90684.04,90755.27,90671.21,90673.22,90415.72,90724.48,89720.74,90681.98,91636.23,91735.37,90142.33,90415.72,91677.0,91581.97_91868.87_91213.03_91299.99
2024-11-19 00:00:00,91581.97,91978.19,91283.66,91940.75,91471.92,91868.87,91279.55,91589.0,91299.99,91592.37,91213.03,91471.93,90766.15,91333.78,90747.63,91299.99,91091.68,91309.87,90659.13,90762.73,90521.32,91267.39,90403.24,91083.57,91230.5,91278.71,91213.14,91214.21,91368.02,91553.07,91036.05,91230.51,91568.11,91591.63,91423.52,91436.34,90684.04,90755.27,90671.21,90673.22,90415.72,90724.48,89720.74,90681.98,91636.23,91735.37,90142.33,90415.72,91464.23,92208.74,90967.43,91636.23,92025.45,91471.92_91592.37_90747.63_90762.73
2024-11-18 23:00:00,91471.92,91868.87,91279.55,91589.0,91299.99,91592.37,91213.03,91471.93,90766.15,91333.78,90747.63,91299.99,91091.68,91309.87,90659.13,90762.73,90521.32,91267.39,90403.24,91083.57,91230.5,91278.71,91213.14,91214.21,91368.02,91553.07,91036.05,91230.51,91568.11,91591.63,91423.52,91436.34,90684.04,90755.27,90671.21,90673.22,90415.72,90724.48,89720.74,90681.98,91636.23,91735.37,90142.33,90415.72,91464.23,92208.74,90967.43,91636.23,92399.16,92639.8,91156.75,91466.65,91940.75,91299.99_91333.78_90659.13_91083.57
2024-11-18 22:00:00,91299.99,91592.37,91213.03,91471.93,90766.15,91333.78,90747.63,91299.99,91091.68,91309.87,90659.13,90762.73,90521.32,91267.39,90403.24,91083.57,91230.5,91278.71,91213.14,91214.21,91368.02,91553.07,91036.05,91230.51,91568.11,91591.63,91423.52,91436.34,90684.04,90755.27,90671.21,90673.22,90415.72,90724.48,89720.74,90681.98,91636.23,91735.37,90142.33,90415.72,91464.23,92208.74,90967.43,91636.23,92399.16,92639.8,91156.75,91466.65,90314.38,90408.84,90258.14,90356.75,91589.0,90766.15_91309.87_90403.24_91214.21
2024-11-18 21:00:00,90766.15,91333.78,90747.63,91299.99,91091.68,91309.87,90659.13,90762.73,90521.32,91267.39,90403.24,91083.57,91230.5,91278.71,91213.14,91214.21,91368.02,91553.07,91036.05,91230.51,91568.11,91591.63,91423.52,91436.34,90684.04,90755.27,90671.21,90673.22,90415.72,90724.48,89720.74,90681.98,91636.23,91735.37,90142.33,90415.72,91464.23,92208.74,90967.43,91636.23,92399.16,92639.8,91156.75,91466.65,90314.38,90408.84,90258.14,90356.75,89517.88,89627.07,89434.62,89577.02,91471.93,91091.68_91267.39_91213.14_91230.51
2024-11-18 20:00:00,91091.68,91309.87,90659.13,90762.73,90521.32,91267.39,90403.24,91083.57,91230.5,91278.71,91213.14,91214.21,91368.02,91553.07,91036.05,91230.51,91568.11,91591.63,91423.52,91436.34,90684.04,90755.27,90671.21,90673.22,90415.72,90724.48,89720.74,90681.98,91636.23,91735.37,90142.33,90415.72,91464.23,92208.74,90967.43,91636.23,92399.16,92639.8,91156.75,91466.65,90314.38,90408.84,90258.14,90356.75,89517.88,89627.07,89434.62,89577.02,90532.98,90613.62,89743.51,89918.86,91299.99,90521.32_91278.71_91036.05_91436.34
2024-11-18 19:00:00,90521.32,91267.39,90403.24,91083.57,91230.5,91278.71,91213.14,91214.21,91368.02,91553.07,91036.05,91230.51,91568.11,91591.63,91423.52,91436.34,90684.04,90755.27,90671.21,90673.22,90415.72,90724.48,89720.74,90681.98,91636.23,91735.37,90142.33,90415.72,91464.23,92208.74,90967.43,91636.23,92399.16,92639.8,91156.75,91466.65,90314.38,90408.84,90258.14,90356.75,89517.88,89627.07,89434.62,89577.02,90532.98,90613.62,89743.51,89918.86,90282.91,90396.38,90226.38,90396.37,90762.73,91230.5_91553.07_91423.52_90673.22
2024-11-18 18:00:00,91230.5,91278.71,91213.14,91214.21,91368.02,91553.07,91036.05,91230.51,91568.11,91591.63,91423.52,91436.34,90684.04,90755.27,90671.21,90673.22,90415.72,90724.48,89720.74,90681.98,91636.23,91735.37,90142.33,90415.72,91464.23,92208.74,90967.43,91636.23,92399.16,92639.8,91156.75,91466.65,90314.38,90408.84,90258.14,90356.75,89517.88,89627.07,89434.62,89577.02,90532.98,90613.62,89743.51,89918.86,90282.91,90396.38,90226.38,90396.37,91766.32,91839.21,90051.24,90275.9,91083.57,91368.02_91591.63_90671.21_90681.98
2024-11-18 17:00:00,91368.02,91553.07,91036.05,91230.51,91568.11,91591.63,91423.52,91436.34,90684.04,90755.27,90671.21,90673.22,90415.72,90724.48,89720.74,90681.98,91636.23,91735.37,90142.33,90415.72,91464.23,92208.74,90967.43,91636.23,92399.16,92639.8,91156.75,91466.65,90314.38,90408.84,90258.14,90356.75,89517.88,89627.07,89434.62,89577.02,90532.98,90613.62,89743.51,89918.86,90282.91,90396.38,90226.38,90396.37,91766.32,91839.21,90051.24,90275.9,91719.56,91825.69,91704.96,91818.37,91214.21,91568.11_90755.27_89720.74_90415.72
2024-11-18 16:00:00,91568.11,91591.63,91423.52,91436.34,90684.04,90755.27,90671.21,90673.22,90415.72,90724.48,89720.74,90681.98,91636.23,91735.37,90142.33,90415.72,91464.23,92208.74,90967.43,91636.23,92399.16,92639.8,91156.75,91466.65,90314.38,90408.84,90258.14,90356.75,89517.88,89627.07,89434.62,89577.02,90532.98,90613.62,89743.51,89918.86,90282.91,90396.38,90226.38,90396.37,91766.32,91839.21,90051.24,90275.9,91719.56,91825.69,91704.96,91818.37,91806.3,91828.82,91798.81,91805.92,91230.51,90684.04_90724.48_90142.33_91636.23
2024-11-18 15:00:00,90684.04,90755.27,90671.21,90673.22,90415.72,90724.48,89720.74,90681.98,91636.23,91735.37,90142.33,90415.72,91464.23,92208.74,90967.43,91636.23,92399.16,92639.8,91156.75,91466.65,90314.38,90408.84,90258.14,90356.75,89517.88,89627.07,89434.62,89577.02,90532.98,90613.62,89743.51,89918.86,90282.91,90396.38,90226.38,90396.37,91766.32,91839.21,90051.24,90275.9,91719.56,91825.69,91704.96,91818.37,91806.3,91828.82,91798.81,91805.92,91732.45,91795.91,91720.87,91790.08,91436.34,90415.72_91735.37_90967.43_91466.65
2024-11-18 14:00:00,90415.72,90724.48,89720.74,90681.98,91636.23,91735.37,90142.33,90415.72,91464.23,92208.74,90967.43,91636.23,92399.16,92639.8,91156.75,91466.65,90314.38,90408.84,90258.14,90356.75,89517.88,89627.07,89434.62,89577.02,90532.98,90613.62,89743.51,89918.86,90282.91,90396.38,90226.38,90396.37,91766.32,91839.21,90051.24,90275.9,91719.56,91825.69,91704.96,91818.37,91806.3,91828.82,91798.81,91805.92,91732.45,91795.91,91720.87,91790.08,92048.17,92234.39,92042.63,92226.54,90673.22,91636.23_92208.74_91156.75_90356.75
2024-11-18 13:00:00,91636.23,91735.37,90142.33,90415.72,91464.23,92208.74,90967.43,91636.23,92399.16,92639.8,91156.75,91466.65,90314.38,90408.84,90258.14,90356.75,89517.88,89627.07,89434.62,89577.02,90532.98,90613.62,89743.51,89918.86,90282.91,90396.38,90226.38,90396.37,91766.32,91839.21,90051.24,90275.9,91719.56,91825.69,91704.96,91818.37,91806.3,91828.82,91798.81,91805.92,91732.45,91795.91,91720.87,91790.08,92048.17,92234.39,92042.63,92226.54,90621.27,90676.51,90621.27,90671.05,90681.98,91464.23_92639.8_90258.14_89577.02
